Date,Open,High,Low,Close,Volume,AdjustedClose
20210412,4390,4390,4200,4210,104651900,4107.27
20210413,4210,4260,4150,4160,53665500,4058.49
20210414,4280,4350,4220,4350,103208800,4243.854
20210415,4390,4410,4280,4410,78427900,4302.39
20210416,4450,4460,4310,4340,67722200,4234.098
20210419,4360,4380,4310,4380,56531400,4273.122
20210420,4290,4330,4220,4310,89285800,4204.83
20210421,4240,4290,4230,4230,47230100,4126.782
20210422,4230,4260,4200,4200,108010700,4097.514
20210423,4200,4280,4190,4250,109555800,4146.294
20210426,4240,4250,4130,4140,143058700,4038.979
20210427,4200,4200,4150,4170,132799600,4068.247
20210428,4170,4220,4130,4130,115076300,4029.222
20210429,4190,4200,4140,4160,113372000,4058.49
20210430,4150,4160,4050,4050,234084900,3951.175
20210503,4060,4070,4000,4010,112939600,3912.151
20210504,4020,4070,4010,4060,76623800,3960.931
20210505,4110,4130,4080,4090,106654100,3990.199
20210506,4130,4130,4070,4110,78386100,4009.711
20210507,4140,4140,4040,4050,75778900,3951.175
20210510,4050,4090,4050,4050,73978500,3951.175
20210511,4030,4040,3980,3990,151844200,3892.639
20210517,3960,4000,3900,3900,195291900,3804.835
20210518,3960,3960,3890,3900,115704100,3804.835
20210519,3850,3940,3850,3870,123005100,3775.567
20210520,3840,3930,3820,3880,149845300,3785.323
20210521,3920,3950,3860,3890,110111400,3795.079
20210524,3970,4060,3910,4040,133806900,3941.419
20210525,4070,4140,4040,4060,153339900,3960.931
20210527,4140,4190,3950,3950,566074500,3853.615
20210528,4040,4170,4020,4070,249177000,3970.687
20210531,4130,4280,4110,4260,296848200,4156.05
20210602,4350,4380,4230,4260,283865400,4156.05
20210603,4270,4360,4220,4360,157674300,4253.61
20210604,4380,4390,4290,4340,125583500,4234.098
20210607,4340,4350,4210,4250,138866500,4146.294
20210608,4280,4280,4190,4200,98987900,4097.514
20210609,4100,4270,4100,4220,97665400,4117.026
20210610,4280,4320,4260,4300,97257300,4195.074
20210611,4350,4350,4280,4280,52553100,4175.562
20210614,4330,4350,4280,4350,121237400,4243.854
20210615,4350,4350,4210,4230,182463800,4126.782
20210616,4150,4170,4010,4010,437267600,3912.151
20210617,3980,4070,3930,4030,305679700,3931.663
20210618,4060,4060,3910,3910,296000300,3814.591
20210621,3880,3970,3860,3940,145038200,3843.859
20210622,3940,4070,3920,4040,120755000,3941.419
20210623,4050,4070,3940,3940,162498800,3843.859
20210624,4000,4010,3960,3990,50382000,3892.639
20210625,4030,4040,3990,3990,75589800,3892.639
20210628,3980,3990,3930,3930,141231800,3834.103
20210629,3860,3910,3860,3900,121772800,3804.835
20210630,3900,3970,3890,3940,112847100,3843.859
20210701,3940,3970,3910,3940,95671900,3843.859
20210702,4000,4030,3970,3990,85301200,3892.639
20210705,3930,3960,3880,3900,84968300,3804.835
20210706,3950,3950,3890,3890,55317000,3795.079
20210707,3920,3940,3810,3820,148723800,3726.787
20210708,3890,3900,3820,3870,147587600,3775.567
20210709,3860,3870,3780,3800,127826500,3707.275
20210712,3800,3820,3750,3760,119727200,3668.251
20210713,3800,3800,3760,3780,159709500,3687.763
20210714,3780,3800,3700,3710,105184100,3619.471
20210715,3750,3840,3730,3810,127139100,3717.031
20210716,3850,3860,3810,3840,98486200,3746.299
20210719,3850,3850,3780,3780,63023000,3687.763
20210721,3850,3880,3810,3820,96314800,3726.787
20210722,3870,3910,3840,3900,85309600,3804.835
20210723,3940,3950,3830,3870,87235100,3775.567
20210726,3900,3900,3820,3830,81996800,3736.543
20210727,3860,3860,3770,3800,90672700,3707.275
20210728,3800,3810,3720,3730,70705400,3638.983
20210729,3760,3840,3750,3770,93469200,3678.007
20210730,3830,3830,3710,3710,103301100,3619.471
20210802,3770,3770,3700,3740,96187100,3648.739
20210803,3740,3780,3720,3750,79873600,3658.495
20210804,3790,3850,3770,3850,83496200,3756.055
20210805,3900,4090,3900,4050,267404100,3951.175
20210806,4050,4060,3900,3930,138594800,3834.103
20210809,3940,3950,3820,3850,93093100,3756.055
20210810,3890,3890,3810,3820,85771200,3726.787
20210812,3850,3850,3800,3810,85874900,3717.031
20210813,3820,3880,3820,3870,95298300,3775.567
20210816,3870,3930,3840,3930,63711200,3834.103
20210818,3990,4090,3930,4070,224861000,3970.687
20210819,4000,4020,3860,3880,198373600,3785.323
20210820,3880,3940,3830,3930,80299100,3834.103
20210823,3980,3990,3930,3960,61938800,3863.371
20210824,3950,3960,3830,3890,137163100,3795.079
20210825,3850,3900,3850,3890,78700000,3795.079
20210826,3890,3900,3840,3870,62857400,3775.567
20210827,3890,3890,3830,3840,72270500,3746.299
20210830,3850,3940,3840,3940,116852400,3843.859
20210831,3940,3950,3870,3930,122615600,3834.103
20210901,3930,3930,3880,3890,88808900,3795.079
20210902,3860,3890,3840,3870,73855400,3775.567
20210903,3850,3930,3810,3930,150049100,3834.103
20210906,3950,3980,3850,3850,171751300,3756.055
20210907,3890,3920,3870,3910,127616300,3814.591
20210908,3820,3880,3720,3730,228087900,3730
20210909,3700,3770,3650,3730,306319600,3730
20210910,3710,3790,3670,3780,177033000,3780
20210913,3710,3750,3660,3700,169825000,3700
20210914,3720,3730,3660,3700,216363400,3700
20210915,3670,3670,3620,3660,263544000,3660
20210916,3650,3660,3610,3640,194782800,3640
20210917,3630,3640,3570,3610,346529100,3610
20210920,3590,3590,3510,3590,357971300,3590
20210921,3510,3580,3500,3570,410533900,3570
